,time,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact
1686126,1577062000,49d3fa,44.6387546345339,25.764480218654732,220.00406822925973,127.78097917513035,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10538.46,1577061999.417,1577061999.7410002
1692735,1577062010,49d3fa,44.62820434570313,25.783473423549108,219.59769924286087,127.8632113522063,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10538.46,1577062009.014,1577062009.875
1697793,1577062020,49d3fa,44.61662292480469,25.80439976283482,219.68927309358241,127.67493758541391,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10538.46,1577062017.82,1577062019.605
1702627,1577062030,49d3fa,44.60295596365201,25.829393340320124,219.5681705847419,127.1920823259412,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10660.38,10530.84,1577062029.1629999,1577062029.894
1710181,1577062040,49d3fa,44.59011840820313,25.853184291294642,219.2575778164241,127.08499106809806,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10660.38,10530.84,1577062039.941,1577062039.941
1714695,1577062050,49d3fa,44.5791212178893,25.873271663014485,218.6538301823648,127.54393454382854,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10538.46,1577062049.093,1577062049.893
1721444,1577062060,49d3fa,44.56650556144068,25.896048196932174,218.56061161273198,127.73304559418831,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10538.46,1577062059.635,1577062059.926
1728746,1577062070,49d3fa,44.55441284179688,25.91799054827009,218.56061161273198,127.73304559418831,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10530.84,1577062069.7370002,1577062069.911
1733979,1577062080,49d3fa,44.54241943359375,25.93963623046875,218.15398010208568,127.81573260757315,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10530.84,1577062079.725,1577062079.7810001
1739700,1577062090,49d3fa,44.53052068160752,25.9610283084032,217.43217726676892,127.79175680434456,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10530.84,1577062089.695,1577062089.909
1745455,1577062100,49d3fa,44.51824951171875,25.98325456891741,217.1173100001571,127.68447469560374,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10546.08,1577062099.909,1577062099.9629998
1750708,1577062110,49d3fa,44.50639343261719,26.00490025111607,217.30738119538128,127.30394827798344,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10546.08,1577062109.9829998,1577062109.9829998
1757660,1577062120,49d3fa,44.49531555175781,26.025303431919642,216.99599173373286,127.19590140805609,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10546.08,1577062119.343,1577062119.899
1764302,1577062130,49d3fa,44.48308395127118,26.04751214748476,216.30397361050763,127.85108053212072,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10546.08,1577062129.705,1577062129.901
1768375,1577062140,49d3fa,44.47123718261719,26.06859479631696,215.72385811472822,128.31838493142118,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10660.38,10538.46,1577062139.481,1577062139.967
1775466,1577062150,49d3fa,44.45906299655721,26.089983684260673,215.64041875849918,128.5103784674856,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10538.46,1577062149.629,1577062149.9429998
1781999,1577062160,49d3fa,44.44775390625,26.10992431640625,215.3204732081021,128.4032617021058,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10546.08,1577062159.0029998,1577062159.5229998
1786081,1577062170,49d3fa,44.43470764160156,26.1330086844308,215.08743067905772,128.1033482506719,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10546.08,1577062169.925,1577062169.976
1791859,1577062180,49d3fa,44.4228515625,26.154261997767854,214.8602941819807,127.80279245093851,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10538.46,1577062179.9689999,1577062179.9689999
1799559,1577062190,49d3fa,44.41191101074219,26.174076625279017,214.8602941819807,127.80279245093851,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10538.46,1577062189.2429998,1577062189.9829998
1804136,1577062200,49d3fa,44.40028381347656,26.194872174944194,214.45405086723514,127.88703830682465,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10538.46,1577062199.0229998,1577062199.508
1809810,1577062210,49d3fa,44.38783264160156,26.217041015625,213.96046943930318,128.16496403222592,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10660.38,10538.46,1577062209.529,1577062209.947
1817851,1577062220,49d3fa,44.37629699707031,26.237378801618306,213.4719456001156,128.44416840093385,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10660.38,10546.080000000002,1577062219.2289999,1577062219.9989998
1821298,1577062230,49d3fa,44.36456195378707,26.258195086223324,213.238123976728,128.141699276228,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10553.7,1577062229.125,1577062229.951
1827342,1577062240,49d3fa,44.35236526747881,26.279832793445124,213.238123976728,128.141699276228,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10546.080000000002,1577062239.427,1577062239.611
1835372,1577062250,49d3fa,44.340179443359375,26.301400320870535,212.833758261106,128.22723225652638,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10553.7,1577062249.758,1577062249.967
1839895,1577062260,49d3fa,44.328716730667374,26.321768411775924,213.3262248071056,127.94769399215882,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10553.7,1577062259.415,1577062259.88
1845084,1577062270,49d3fa,44.31706237792969,26.34272984095982,214.1385122762325,127.77840425750796,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10660.38,10553.7,1577062269.359,1577062269.955
1852939,1577062280,49d3fa,44.30534362792969,26.36359078543527,214.36517896983898,128.0799981943045,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10546.080000000002,1577062279.321,1577062279.8879998
1857711,1577062290,49d3fa,44.2926852985964,26.385944645579272,215.00128247998765,128.2958265093654,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10553.7,1577062289.829,1577062289.985
1863958,1577062300,49d3fa,44.28108215332031,26.40642438616071,215.405265129202,128.21102542556122,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10553.7,1577062299.571,1577062299.945
1870314,1577062310,49d3fa,44.26972961425781,26.426631382533483,215.49247995862663,128.0189425931702,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10553.7,1577062309.083,1577062309.985
1875974,1577062320,49d3fa,44.257232666015625,26.448604038783483,215.72385811472822,128.31838493142118,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10553.7,1577062319.4729998,1577062319.891
1880551,1577062330,49d3fa,44.24574279785156,26.46900721958705,216.1277146561819,128.23382517744696,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10553.7,1577062329.071,1577062329.9829998
1888047,1577062340,49d3fa,44.23375016551907,26.49024777296113,216.53204019350787,128.14958103370304,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10553.7,1577062339.089,1577062339.699
1893588,1577062350,49d3fa,44.22141382249735,26.51188548018293,217.1691087037493,128.36305141338664,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10561.32,1577062349.2129998,1577062349.823
1899767,1577062360,49d3fa,44.20930480957031,26.532963344029017,217.57271535810284,128.2789704243618,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10561.32,1577062359.201,1577062359.887
1906112,1577062370,49d3fa,44.19744873046875,26.5541512625558,218.29526586018738,128.30131891241226,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10561.32,1577062369.033,1577062369.9989998
1910597,1577062380,49d3fa,44.18531799316406,26.57548061636992,218.38132651467063,128.11174172300537,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10553.7,1577062379.049,1577062379.7610002
1916442,1577062390,49d3fa,44.17206845041049,26.59914289202009,217.8389412383829,127.70884059705686,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10660.38,10553.7,1577062389.975,1577062389.975
1923472,1577062400,49d3fa,44.1602783203125,26.62044791288154,217.5246627640101,127.60163933850845,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10561.32,1577062399.9629998,1577062399.9629998
1928424,1577062410,49d3fa,44.14865267478813,26.64125714983259,217.3420877829591,127.98203397611073,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10561.32,1577062409.7020001,1577062409.881
1935077,1577062420,49d3fa,44.13636288400424,26.66296822684152,217.1691087037493,128.36305141338664,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10561.32,1577062419.829,1577062419.941
1940512,1577062430,49d3fa,44.124957585738876,26.68291364397321,216.7659714699749,128.4474453291707,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10561.32,1577062429.27,1577062429.965
1946385,1577062440,49d3fa,44.11276089943061,26.70436314174107,216.85019817870295,128.25647300825062,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10561.32,1577062439.335,1577062439.921
1951973,1577062450,49d3fa,44.10070386983582,26.725616455078125,216.85019817870295,128.25647300825062,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10553.7,1577062449.36,1577062449.835
1958146,1577062460,49d3fa,44.08794855667373,26.747589111328125,216.6841547852952,128.63856399124717,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10561.32,1577062459.835,1577062459.955
1964493,1577062470,49d3fa,44.076124288268005,26.76825387137277,217.00574847356563,128.744659402001,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10561.32,1577062469.502,1577062469.607
1970249,1577062480,49d3fa,44.06547546386719,26.78664806277253,217.3280840374418,128.85044045846163,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10561.32,1577062478.161,1577062479.667
1976423,1577062490,49d3fa,44.05155944824219,26.81079243504724,217.891782999255,128.385162447012,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10561.32,1577062489.606,1577062489.606
1982088,1577062500,49d3fa,44.03944112486758,26.832079206194194,218.29526586018738,128.30131891241226,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10561.32,1577062499.6139998,1577062499.8679998
1987751,1577062510,49d3fa,44.02715133408368,26.85365949358259,218.29526586018738,128.30131891241226,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10561.32,1577062509.701,1577062509.8370001
1993875,1577062520,49d3fa,44.015047752251064,26.87471662248884,218.53215386977283,128.59661440525178,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10660.38,10553.7,1577062519.644,1577062519.758
1998803,1577062530,49d3fa,44.00285339355469,26.89593647801599,218.53215386977283,128.59661440525178,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10660.38,10553.7,1577062529.715,1577062529.809
2004244,1577062540,49d3fa,43.99058532714844,26.917142646257272,218.53215386977283,128.59661440525178,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10561.320000000003,1577062539.647,1577062539.814
2011654,1577062550,49d3fa,43.97836458885063,26.93841116768973,218.2115969286443,128.49104355949743,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10561.320000000003,1577062549.6529999,1577062549.7529998
2017487,1577062560,49d3fa,43.96672652939618,26.95894513811384,218.38132651467063,128.11174172300537,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10568.94,1577062559.245,1577062559.863
2023014,1577062570,49d3fa,43.95396423339844,26.981336016987647,218.61448953014198,128.40712729240576,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10568.94,1577062569.766,1577062569.87
2030430,1577062580,49d3fa,43.94256591796875,27.001190185546875,218.93445656939772,128.51262675889583,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10568.94,1577062578.984,1577062579.927
2033758,1577062590,49d3fa,43.92919921875,27.0244509674782,219.65734707275882,128.5340679010605,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10568.94,1577062589.918,1577062589.918
2040516,1577062600,49d3fa,43.917334605071495,27.044677734375,219.9782034074556,128.6388821120282,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10561.32,1577062599.711,1577062599.919
2046717,1577062610,49d3fa,43.905137918763245,27.06606183733259,219.9782034074556,128.6388821120282,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10568.94,1577062609.387,1577062609.8
2052479,1577062620,49d3fa,43.89214984441208,27.088426862444194,219.57660774940987,128.72270151040243,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10561.32,1577062619.91,1577062619.9629998
2057953,1577062630,49d3fa,43.88004626257945,27.109287806919642,219.57660774940987,128.72270151040243,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10660.38,10561.320000000003,1577062629.7670002,1577062629.823
2064373,1577062640,49d3fa,43.86799621582031,27.13016243868096,219.65734707275882,128.5340679010605,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10553.7,1577062639.651,1577062639.651
2069874,1577062650,49d3fa,43.85523391982256,27.15244838169643,219.7404655175355,128.3455749539934,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10568.94,1577062649.94,1577062649.94
2075178,1577062660,49d3fa,43.84364241260593,27.17278616768973,219.82596038502945,128.15722658736905,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10561.32,1577062659.3839998,1577062659.772
2082625,1577062670,49d3fa,43.8312595173464,27.194431849888392,219.65734707275882,128.5340679010605,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10561.32,1577062669.546,1577062669.971
2087782,1577062680,49d3fa,43.81841109970868,27.21646990094866,219.49825017286705,128.9114718458048,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10553.7,1577062679.996,1577062679.996
2093495,1577062690,49d3fa,43.80665588378906,27.23657652389172,219.09819062656211,128.99597325336578,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10561.32,1577062689.476,1577062689.853
2100123,1577062700,49d3fa,43.79415738380561,27.25786481584821,219.09819062656211,128.99597325336578,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10561.320000000003,1577062699.6320002,1577062699.998
2104043,1577062710,49d3fa,43.78216552734375,27.27815849836483,218.77483397147304,128.89126258620004,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10568.94,1577062709.2570002,1577062709.951
2110470,1577062720,49d3fa,43.77004332461599,27.29899815150669,218.77483397147304,128.89126258620004,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10561.320000000003,1577062719.07,1577062719.958
2118007,1577062730,49d3fa,43.75762939453125,27.32031533884448,218.45221016944672,128.7862422809665,0.6502399999999999,FDB1782 ,False,False,False,1421.0,10668.0,10561.320000000003,1577062729.154,1577062729.9529998
2123242,1577062740,49d3fa,43.74577331542969,27.34088276707849,218.61448953014198,128.40712729240576,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10568.94,1577062738.8179998,1577062739.9229999
2129142,1577062750,49d3fa,43.73270842988613,27.363608224051337,219.017849355157,128.32351993959787,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10568.94,1577062749.542,1577062749.855
2134764,1577062760,49d3fa,43.72073364257813,27.384444835574133,219.017849355157,128.32351993959787,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10568.94,1577062759.3920002,1577062759.9029999
2139833,1577062770,49d3fa,43.708873684123404,27.40513392857143,219.017849355157,128.32351993959787,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10568.94,1577062769.004,1577062769.996
2146290,1577062780,49d3fa,43.69908142089844,27.42213049600291,219.33722797776764,128.42894738819496,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10561.320000000003,1577062776.966,1577062779.8820002
2154227,1577062790,49d3fa,43.68657516220868,27.44378226143973,218.77483397147304,128.89126258620004,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10561.320000000003,1577062788.0970001,1577062789.764
